DR_NO;Date Rptd;TIME OCC;AREA;AREA NAME;LOCATION;Vict Sex
221907530;03/27/2022 12:00:00 AM;340;19;Mission    ;9600    LANGDON                      AV ;
221914713;09/21/2022 12:00:00 AM;2100;19;Mission    ;TOBIAS                                  ;M
221907161;03/19/2022 12:00:00 AM;300;19;Mission    ;8700    CANTERBURY                   AV ;
221909294;05/09/2022 12:00:00 AM;1500;19;Mission    ;TITUS                        ST         ;M
221907609;03/29/2022 12:00:00 AM;800;19;Mission    ;9600    LEV                          AV ;
221914481;09/15/2022 12:00:00 AM;1900;19;Mission    ;7800    ALLOTT                       AV ;M
221912443;07/25/2022 12:00:00 AM;1400;19;Mission    ;15700    COBALT                       ST;X
221909451;05/12/2022 12:00:00 AM;1;19;Mission    ;14600    BLYTHE                       ST;F
221908130;04/11/2022 12:00:00 AM;1900;19;Mission    ;8800    KESTER                       AV ;F
231907908;04/10/2023 12:00:00 AM;200;19;Mission    ;15000    BLEEKER                      ST;F
231910398;06/11/2023 12:00:00 AM;1515;19;Mission    ;14600    LIMEDALE                     ST;F
221910073;05/28/2022 12:00:00 AM;1945;19;Mission    ;8400    LANGDON                      AV ;M
221909566;05/16/2022 12:00:00 AM;1200;19;Mission    ;10100    VENA                         AV;F
221906581;03/04/2022 12:00:00 AM;1425;19;Mission    ;8500    CEDROS                       AV ;F
221907620;03/29/2022 12:00:00 AM;1900;19;Mission    ;12900    DRONFIELD                    AV;M
221913652;08/25/2022 12:00:00 AM;1040;19;Mission    ;13700    FOOTHILL                     BL;X
221917619;12/06/2022 12:00:00 AM;735;19;Mission    ;8700    LANGDON                      AV ;M
221916483;11/03/2022 12:00:00 AM;730;19;Mission    ;8600    COLUMBUS                     AV ;F
221907307;03/22/2022 12:00:00 AM;240;19;Mission    ;8700 N  SEPULVEDA                    BL ;F
221900777;08/21/2022 12:00:00 AM;1235;19;Mission    ;PARTHENIA                               ;M
221906906;03/13/2022 12:00:00 AM;800;19;Mission    ;OSBORNE                      ST         ;
231906381;02/27/2023 12:00:00 AM;1140;19;Mission    ;9500    WOODMAN                      AV ;M
221910179;05/31/2022 12:00:00 AM;205;19;Mission    ;8800    RANCHITO                     AV ;F
221913109;08/11/2022 12:00:00 AM;1129;19;Mission    ;9900    MEMORY PARK                  AV ;M
221908348;04/17/2022 12:00:00 AM;1730;19;Mission    ;13300    BRADLEY                      AV;M
221915720;10/14/2022 12:00:00 AM;1305;19;Mission    ;8400    BURNET                       AV ;F
221909914;05/24/2022 12:00:00 AM;1600;19;Mission    ;8000    LANGDON                      AV ;M
221912191;07/20/2022 12:00:00 AM;2100;19;Mission    ;12900    DRONFIELD                    AV;F
221905890;02/17/2022 12:00:00 AM;1600;19;Mission    ;8800    KESTER                       AV ;F
221907676;03/31/2022 12:00:00 AM;730;19;Mission    ;13600    MONTAGUE                     ST;M
221907103;03/17/2022 12:00:00 AM;2230;19;Mission    ;13600    SPROULE                      AV;M
221912816;08/03/2022 12:00:00 AM;1200;19;Mission    ;15200    PARTHENIA                    ST;F
221915565;10/03/2022 12:00:00 AM;815;19;Mission    ;15500    RAYEN                        ST;F
221907113;03/17/2022 12:00:00 AM;2000;19;Mission    ;9800    ROSLYNDALE                   AV ;F
221906517;03/03/2022 12:00:00 AM;2230;19;Mission    ;13600    SAYRE                        ST;F
221907615;03/30/2022 12:00:00 AM;1830;19;Mission    ;ORO GRANDE                              ;F
221911607;07/05/2022 12:00:00 AM;10;19;Mission    ;9400    SYLMAR                       AV ;F
221900513;01/08/2022 12:00:00 AM;1900;19;Mission    ;PARTHENIA                               ;M
221917881;12/10/2022 12:00:00 AM;2006;19;Mission    ;07800    VAN NUYS                     BL;M
221908622;04/24/2022 12:00:00 AM;1530;19;Mission    ;8400    VAN NUYS                     BL ;F
221910044;05/27/2022 12:00:00 AM;1530;19;Mission    ;7700    WOODMAN                      AV ;M
221906596;03/06/2022 12:00:00 AM;100;19;Mission    ;SAN FERNANDO                 RD         ;F
221917290;11/27/2022 12:00:00 AM;100;19;Mission    ;8600 N  SEPULVEDA                    BL ;F
221913131;08/11/2022 12:00:00 AM;1223;19;Mission    ;8900    BURNET                       AV ;M
221914242;09/10/2022 12:00:00 AM;1857;19;Mission    ;9200    CEDROS                       AV ;M
221905332;02/04/2022 12:00:00 AM;1800;19;Mission    ;8800    VAN NUYS                     BL ;
221912996;08/07/2022 12:00:00 AM;815;19;Mission    ;13600    WILLARD                      ST;F
221913316;08/10/2022 12:00:00 AM;1600;19;Mission    ;8600    COLUMBUS                     AV ;F
221906210;02/24/2022 12:00:00 AM;1800;19;Mission    ;12700    AZORES                       AV;F
221907130;03/18/2022 12:00:00 AM;200;19;Mission    ;11000    ARLETA                       AV;
221911856;07/12/2022 12:00:00 AM;1700;19;Mission    ;13900    WALLABI                      AV;
221911241;06/26/2022 12:00:00 AM;1145;19;Mission    ;GLADSTONE                               ;M
221911020;06/20/2022 12:00:00 AM;2300;19;Mission    ;8900 N  SEPULVEDA                    BL ;M
221906683;03/08/2022 12:00:00 AM;1500;19;Mission    ;8700 N  SEPULVEDA                    BL ;M
221906529;03/03/2022 12:00:00 AM;1430;19;Mission    ;8600    CEDROS                       AV ;M
221911390;06/30/2022 12:00:00 AM;530;19;Mission    ;9500    URBANA                       AV ;M
221908701;04/25/2022 12:00:00 AM;1320;19;Mission    ;7900    VAN NUYS                     BL ;F
221905206;02/01/2022 12:00:00 AM;900;19;Mission    ;9000    ORION                        AV ;X
221913416;08/20/2022 12:00:00 AM;1500;19;Mission    ;8100    CANTALOUPE                   AV ;
221917705;12/08/2022 12:00:00 AM;2130;19;Mission    ;8400 N  SEPULVEDA                    BL ;F
221910633;06/09/2022 12:00:00 AM;1750;19;Mission    ;15200    NORDHOFF                     ST;M
221917505;12/03/2022 12:00:00 AM;1800;19;Mission    ;8100    MAMMOTH                      AV ;
221910477;06/06/2022 12:00:00 AM;400;19;Mission    ;SAN FERNANDO                 RD         ;
221909919;05/24/2022 12:00:00 AM;1845;19;Mission    ;13300    FREDERICK                    WY;
221904229;01/07/2022 12:00:00 AM;1210;19;Mission    ;BURNET                                  ;F
221912753;08/03/2022 12:00:00 AM;1240;19;Mission    ;SEPULVEDA                    BL         ;M
221908683;04/25/2022 12:00:00 AM;1800;19;Mission    ;14000    BALBOA                       BL;F
221913649;08/24/2022 12:00:00 AM;2340;19;Mission    ;BEACH                        AV         ;M
221918089;12/17/2022 12:00:00 AM;1300;19;Mission    ;14300    VAN NUYS                     BL;F
221913670;08/25/2022 12:00:00 AM;1230;19;Mission    ;14800    BLYTHE                       ST;M
221914556;09/17/2022 12:00:00 AM;940;19;Mission    ;13600    OSBORNE                      ST;M
221910414;06/05/2022 12:00:00 AM;1900;19;Mission    ;VAN NUYS                                ;
221914561;09/14/2022 12:00:00 AM;1800;19;Mission    ;9700    NAGLE                        AV ;M
221915656;10/14/2022 12:00:00 AM;1830;19;Mission    ;8200    ORION                        AV ;F
221909512;05/15/2022 12:00:00 AM;1900;19;Mission    ;12900    WOODCOCK                     AV;
221907372;03/23/2022 12:00:00 AM;1350;19;Mission    ;8500 N  SEPULVEDA                    BL ;
221908044;04/09/2022 12:00:00 AM;1600;19;Mission    ;13800    FOOTHILL                     BL;M
221906296;02/26/2022 12:00:00 AM;1900;19;Mission    ;15300    TYLER                        ST;M
221907353;03/22/2022 12:00:00 AM;2100;19;Mission    ;15000    BLEDSOE                      ST;M
221904638;01/18/2022 12:00:00 AM;1700;19;Mission    ;14700    ROSALES                      ST;
241906025;02/23/2024 12:00:00 AM;1200;19;Mission    ;10100 N  SEPULVEDA                    BL;F
221909956;05/26/2022 12:00:00 AM;1227;19;Mission    ;13300    WINGO                        ST;
221917100;11/21/2022 12:00:00 AM;1900;19;Mission    ;10000 N  SEPULVEDA                    BL;
221916986;11/17/2022 12:00:00 AM;40;19;Mission    ;N  SEPULVEDA                    BL      ;X
221907931;04/05/2022 12:00:00 AM;1135;19;Mission    ;8100    TYRONE                       AV ;M
221910051;05/28/2022 12:00:00 AM;1100;19;Mission    ;COLUMBUS                                ;M
221907182;03/19/2022 12:00:00 AM;700;19;Mission    ;8500    TILDEN                       AV ;
231904308;01/09/2023 12:00:00 AM;1440;19;Mission    ;DEVONSHIRE                   ST         ;M
221918187;12/20/2022 12:00:00 AM;1200;19;Mission    ;9000    VAN NUYS                     BL ;M
221904145;01/05/2022 12:00:00 AM;1830;19;Mission    ;14700    COBALT                       ST;
221911508;07/04/2022 12:00:00 AM;1200;19;Mission    ;14000    ASTORIA                      ST;F
241907264;03/28/2024 12:00:00 AM;630;19;Mission    ;14400    POLK                         ST;M
221905586;02/11/2022 12:00:00 AM;900;19;Mission    ;13100    BROMONT                      AV;
221909260;05/09/2022 12:00:00 AM;130;19;Mission    ;9500    DORRINGTON                   AV ;
221910684;06/12/2022 12:00:00 AM;940;19;Mission    ;12900    FOOTHILL                     BL;F
221907181;03/19/2022 12:00:00 AM;1900;19;Mission    ;13500    DEBELL                       ST;
221916877;11/15/2022 12:00:00 AM;1900;19;Mission    ;LANARK                       ST         ;M
221909720;05/20/2022 12:00:00 AM;415;19;Mission    ;PARTHENIA                    ST         ;M
221905876;02/17/2022 12:00:00 AM;1200;19;Mission    ;12200    SAN FERNANDO                 RD;F
221917215;11/24/2022 12:00:00 AM;1300;19;Mission    ;13400    DEBELL                       ST;F
221906539;03/04/2022 12:00:00 AM;1800;19;Mission    ;13900    REMINGTON                    ST;
221916168;10/28/2022 12:00:00 AM;540;19;Mission    ;8300    SYLMAR                       AV ;
221908257;04/14/2022 12:00:00 AM;1718;19;Mission    ;14000    LAKESIDE                     ST;F
221917825;12/08/2022 12:00:00 AM;1920;19;Mission    ;11900    EDGECLIFF                    AV;F
221910769;06/13/2022 12:00:00 AM;2200;19;Mission    ;13100    BROMONT                      AV;F
221914684;09/20/2022 12:00:00 AM;735;19;Mission    ;8500 N  SEPULVEDA                    BL ;M
221907703;04/01/2022 12:00:00 AM;2030;19;Mission    ;9200    VAN NUYS                     BL ;
221917821;12/12/2022 12:00:00 AM;2100;19;Mission    ;8100    WOODMAN                      AV ;M
221904272;01/08/2022 12:00:00 AM;2000;19;Mission    ;9300    LEV                          AV ;F
221910929;06/17/2022 12:00:00 AM;2000;19;Mission    ;12600    HUBBARD                      ST;M
221917842;12/10/2022 12:00:00 AM;1300;19;Mission    ;14900    HIAWATHA                     ST;F
221907835;04/04/2022 12:00:00 AM;1600;19;Mission    ;PLUMMER                      ST         ;
231906711;03/07/2023 12:00:00 AM;1200;19;Mission    ;13000    WENTWORTH                    ST;M
221906891;03/12/2022 12:00:00 AM;1315;19;Mission    ;12900    MACNEIL                      ST;M
221910667;06/10/2022 12:00:00 AM;2300;19;Mission    ;11100    BARTEE                       AV;F
221917679;12/07/2022 12:00:00 AM;812;19;Mission    ;9000    CEDROS                       AV ;F
221914977;09/27/2022 12:00:00 AM;5;19;Mission    ;13800    TERRA BELLA                  ST;
221915600;10/12/2022 12:00:00 AM;1800;19;Mission    ;14900    LANARK                       ST;
221908428;04/19/2022 12:00:00 AM;1100;19;Mission    ;13000    BORDEN                       AV;M
221905902;02/17/2022 12:00:00 AM;158;19;Mission    ;15500    CHASE                        ST;F
221911638;07/06/2022 12:00:00 AM;2200;19;Mission    ;9300 N  SEPULVEDA                    BL ;F
221914196;09/08/2022 12:00:00 AM;1820;19;Mission    ;14300    ROSCOE                       BL;M
221914944;09/27/2022 12:00:00 AM;1600;19;Mission    ;12600    HUNNEWELL                    AV;F
221904556;01/15/2022 12:00:00 AM;45;19;Mission    ;9600    WOODMAN                      AV ;M
221913207;08/13/2022 12:00:00 AM;200;19;Mission    ;15500    LABRADOR                     ST;F
221904628;01/17/2022 12:00:00 AM;1550;19;Mission    ;15500    RAYEN                        ST;M
221915948;10/22/2022 12:00:00 AM;2130;19;Mission    ;SEPULVEDA                               ;M
221917830;12/09/2022 12:00:00 AM;959;19;Mission    ;8100    BROADLEAF                    AV ;F
221914461;09/15/2022 12:00:00 AM;1515;19;Mission    ;14000    VAN NUYS                     BL;M
221915068;09/29/2022 12:00:00 AM;530;19;Mission    ;14100    HUBBARD                      ST;X
221917541;12/04/2022 12:00:00 AM;300;19;Mission    ;7900    MATILIJA                     AV ;F
221910872;06/15/2022 12:00:00 AM;135;19;Mission    ;9100 N  SEPULVEDA                    BL ;F
221904854;01/24/2022 12:00:00 AM;525;19;Mission    ;13600    WINGO                        ST;
221916256;10/30/2022 12:00:00 AM;2157;19;Mission    ;8500    VAN NUYS                     BL ;M
221915569;10/10/2022 12:00:00 AM;2000;19;Mission    ;7800    WOODMAN                      AV ;M
221905615;02/11/2022 12:00:00 AM;1300;19;Mission    ;13500    SATICOY                      ST;X
221911882;07/12/2022 12:00:00 AM;900;19;Mission    ;9100    TOBIAS                       AV ;
221916840;11/14/2022 12:00:00 AM;400;19;Mission    ;8800    WILLIS                       AV ;
221904059;01/02/2022 12:00:00 AM;900;19;Mission    ;15500    ROSCOE                       BL;F
221905664;02/13/2022 12:00:00 AM;845;19;Mission    ;8900    ORION                        AV ;F
221905267;02/02/2022 12:00:00 AM;1730;19;Mission    ;8700    ORION                        AV ;F
221905090;01/30/2022 12:00:00 AM;2330;19;Mission    ;9100    WOODMAN                      AV ;F
221915616;10/12/2022 12:00:00 AM;1000;19;Mission    ;13900    ROSCOE                       BL;M
221912435;07/25/2022 12:00:00 AM;1200;19;Mission    ;12900    DRONFIELD                    AV;F
221906242;02/25/2022 12:00:00 AM;1201;19;Mission    ;8100    VAN NUYS                     BL ;M
221914863;09/25/2022 12:00:00 AM;1700;19;Mission    ;9200    DORRINGTON                   PL ;
221915480;10/10/2022 12:00:00 AM;1620;19;Mission    ;12600    HUNNEWELL                    AV;F
221916289;10/31/2022 12:00:00 AM;930;19;Mission    ;MERCER                       ST         ;M
221909437;05/12/2022 12:00:00 AM;1530;19;Mission    ;ROSCOE                                  ;F
221909601;05/16/2022 12:00:00 AM;2145;19;Mission    ;11000 N  SEPULVEDA                    BL;M
231914383;09/19/2023 12:00:00 AM;525;19;Mission    ;12700    WOODCOCK                     AV;F
221916795;11/10/2022 12:00:00 AM;920;19;Mission    ;8700    TYRONE                       AV ;M
221916050;10/23/2022 12:00:00 AM;2039;19;Mission    ;10300 N  SEPULVEDA                    BL;X
221906882;03/13/2022 12:00:00 AM;1200;19;Mission    ;8000    BRIMFIELD                    AV ;M
221914661;09/20/2022 12:00:00 AM;2258;19;Mission    ;12800    SAN FERNANDO                 RD;M
221913696;08/26/2022 12:00:00 AM;2000;19;Mission    ;14400    LYLE                         ST;
221917131;11/21/2022 12:00:00 AM;1750;19;Mission    ;12600    SAN FERNANDO                 RD;
221910868;06/12/2022 12:00:00 AM;2000;19;Mission    ;9400    VAN NUYS                     BL ;F
221916600;11/06/2022 12:00:00 AM;2000;19;Mission    ;8900    COLUMBUS                     AV ;F
221916258;10/30/2022 12:00:00 AM;1715;19;Mission    ;TOBIAS                                  ;M
221907265;03/20/2022 12:00:00 AM;943;19;Mission    ;10300 N  SEPULVEDA                    BL;M
221911198;06/25/2022 12:00:00 AM;1;19;Mission    ;13000    HERRICK                      AV;
221909495;05/13/2022 12:00:00 AM;1640;19;Mission    ;9900    GULLO                        AV ;M
231905133;01/30/2023 12:00:00 AM;930;19;Mission    ;8100    LANGDON                      AV ;F
221915683;10/13/2022 12:00:00 AM;930;19;Mission    ;15500    NORDHOFF                     ST;F
221906276;02/26/2022 12:00:00 AM;1830;19;Mission    ;13600    OTTOMAN                      ST;
221904620;01/17/2022 12:00:00 AM;1500;19;Mission    ;7900    MATILIJA                     AV ;M
221908613;04/23/2022 12:00:00 AM;1020;19;Mission    ;13700    BRADLEY                      AV;M
221913653;08/25/2022 12:00:00 AM;805;19;Mission    ;13600    WENTWORTH                    ST;M
221911282;06/27/2022 12:00:00 AM;800;19;Mission    ;12100    VIA SANTA MARTA                ;F
221912011;07/15/2022 12:00:00 AM;630;19;Mission    ;13500    RANGOON                      ST;F
221914171;09/08/2022 12:00:00 AM;1930;19;Mission    ;8400    VAN NUYS                     BL ;X
221905505;02/09/2022 12:00:00 AM;2120;19;Mission    ;13600    HERRICK                      AV;M
221911959;07/13/2022 12:00:00 AM;1130;19;Mission    ;8600    WOODMAN                      AV ;X
221904737;01/21/2022 12:00:00 AM;1900;19;Mission    ;15500    COBALT                       ST;
221905157;01/31/2022 12:00:00 AM;1230;19;Mission    ;15400    COBALT                       ST;M
231900744;05/29/2023 12:00:00 AM;1;19;Mission    ;15400    GLENOAKS                     BL;F
221910651;06/10/2022 12:00:00 AM;1025;19;Mission    ;9800    WOODALE                      AV ;M
221909106;05/05/2022 12:00:00 AM;830;19;Mission    ;13500    FOOTHILL                     BL;F
221907976;04/08/2022 12:00:00 AM;1800;19;Mission    ;15500    SORBONNE                     ST;F
221914183;09/08/2022 12:00:00 AM;45;19;Mission    ;10400    MARKLEIN                     AV;X
221918513;12/29/2022 12:00:00 AM;1100;19;Mission    ;13400    WINGO                        ST;
221917700;12/05/2022 12:00:00 AM;1115;19;Mission    ;8700 N  SEPULVEDA                    BL ;X
221911222;06/25/2022 12:00:00 AM;1200;19;Mission    ;15000    NURMI                        ST;F
221908283;04/15/2022 12:00:00 AM;800;19;Mission    ;15100    BEDFORD                      LN;
221906525;03/04/2022 12:00:00 AM;600;19;Mission    ;13200    GLADSTONE                    AV;X
221917148;11/22/2022 12:00:00 AM;1000;19;Mission    ;11000    VENA                         AV;F
221916941;11/16/2022 12:00:00 AM;1440;19;Mission    ;9500 N  SEPULVEDA                    BL ;F
221908628;04/25/2022 12:00:00 AM;1434;19;Mission    ;9100    WAKEFIELD                    AV ;F
221918254;12/22/2022 12:00:00 AM;800;19;Mission    ;12600    SAN FERNANDO                 RD;
221910691;06/12/2022 12:00:00 AM;2200;19;Mission    ;15200    GERMAIN                      ST;
221912705;07/26/2022 12:00:00 AM;1;19;Mission    ;15100    ROSCOE                       BL;M
221908200;04/13/2022 12:00:00 AM;1;19;Mission    ;7800    VAN NUYS                     BL ;M
221914364;09/13/2022 12:00:00 AM;300;19;Mission    ;8200    ORION                        AV ;X
221906025;02/21/2022 12:00:00 AM;2200;19;Mission    ;14600    ASTORIA                      ST;F
221913600;08/24/2022 12:00:00 AM;1200;19;Mission    ;15000    HARVEST                      ST;M
221904688;01/19/2022 12:00:00 AM;500;19;Mission    ;9900    ARLETA                       AV ;F
221912263;07/22/2022 12:00:00 AM;2000;19;Mission    ;10500    WOODMAN                      AV;
221905669;02/12/2022 12:00:00 AM;1805;19;Mission    ;14300    ARMINTA                      ST;X
221912883;08/06/2022 12:00:00 AM;1115;19;Mission    ;15100    PARTHENIA                    ST;F
221909231;05/08/2022 12:00:00 AM;100;19;Mission    ;7700    CLEARFIELD                   AV ;F
231904791;01/21/2023 12:00:00 AM;1707;19;Mission    ;13000    GRIDLEY                      ST;M
221912768;08/03/2022 12:00:00 AM;1600;19;Mission    ;10300 N  SEPULVEDA                    BL;F
221912033;07/17/2022 12:00:00 AM;2310;19;Mission    ;15500    ROSCOE                       BL;M
221906473;03/02/2022 12:00:00 AM;1200;19;Mission    ;13100    TONOPAH                      ST;M
221909676;05/18/2022 12:00:00 AM;1221;19;Mission    ;10600    ARLETA                       AV;F
221916442;11/02/2022 12:00:00 AM;530;19;Mission    ;15500    NORDHOFF                     ST;F
221910034;05/27/2022 12:00:00 AM;1930;19;Mission    ;8400    LANGDON                      AV ;F
221913438;08/18/2022 12:00:00 AM;1442;19;Mission    ;9700    ARLETA                       AV ;F
221900920;11/28/2022 12:00:00 AM;950;19;Mission    ;10900    REMICK                       AV;F
221916586;11/06/2022 12:00:00 AM;2330;19;Mission    ;8400    VAN NUYS                     BL ;
221912555;07/29/2022 12:00:00 AM;2200;19;Mission    ;10200    LEMONA                       AV;
221913226;08/13/2022 12:00:00 AM;2140;19;Mission    ;12600    SAN FERNANDO                 RD;F
221914859;09/24/2022 12:00:00 AM;1848;19;Mission    ;8000    WILLIS                       AV ;M
221907847;04/03/2022 12:00:00 AM;100;19;Mission    ;BLEDSOE                      ST         ;F
221914998;09/27/2022 12:00:00 AM;925;19;Mission    ;10600 N  SEPULVEDA                    BL;M
221906643;03/07/2022 12:00:00 AM;701;19;Mission    ;10600 N  SEPULVEDA                    BL;
221918178;12/20/2022 12:00:00 AM;1800;19;Mission    ;8400    CANTALOUPE                   AV ;M
221904125;01/01/2022 12:00:00 AM;2045;19;Mission    ;13800    SAYRE                        ST;F
221906561;03/05/2022 12:00:00 AM;1705;19;Mission    ;13500    ROSCOE                       BL;M
221913549;08/23/2022 12:00:00 AM;2000;19;Mission    ;8400 N  SEPULVEDA                    BL ;M
221908824;04/29/2022 12:00:00 AM;1900;19;Mission    ;8800    CEDROS                       AV ;F
221900907;11/24/2022 12:00:00 AM;1145;19;Mission    ;12200    FRANK MODUGNO                DR;M
221905862;02/16/2022 12:00:00 AM;200;19;Mission    ;14800    ARARAT                       ST;M
221916057;10/24/2022 12:00:00 AM;1100;19;Mission    ;13400    GLADSTONE                    AV;F
221908526;04/21/2022 12:00:00 AM;105;19;Mission    ;14200    LORNE                        ST;F
221904775;01/22/2022 12:00:00 AM;2300;19;Mission    ;PIERCE                       ST         ;
221916712;11/09/2022 12:00:00 AM;1518;19;Mission    ;15200    BROADMOOR                    ST;F
221913657;08/26/2022 12:00:00 AM;1530;19;Mission    ;9600    ARLETA                       AV ;F
221914436;09/14/2022 12:00:00 AM;2315;19;Mission    ;14200    ROSCOE                       BL;M
221907585;03/29/2022 12:00:00 AM;2300;19;Mission    ;15100    PARTHENIA                    ST;M
221909718;05/19/2022 12:00:00 AM;1238;19;Mission    ;14800    DEVONSHIRE                   ST;M
221909854;05/23/2022 12:00:00 AM;2200;19;Mission    ;15400    RAYEN                        ST;M
221907303;03/21/2022 12:00:00 AM;45;19;Mission    ;12500    BRADLEY                      AV;F
221915464;10/09/2022 12:00:00 AM;2030;19;Mission    ;14700    LAKESIDE                     ST;
221915343;10/05/2022 12:00:00 AM;1500;19;Mission    ;13300    DRONFIELD                    AV;M
221904700;01/20/2022 12:00:00 AM;1115;19;Mission    ;9900    ARLETA                       AV ;
221905969;02/17/2022 12:00:00 AM;200;19;Mission    ;LANARK                                  ;M
221913930;09/01/2022 12:00:00 AM;1450;19;Mission    ;10000    SALOMA                       AV;F
221907107;03/17/2022 12:00:00 AM;1200;19;Mission    ;14900    MINNEHAHA                    ST;M
221907135;03/18/2022 12:00:00 AM;2000;19;Mission    ;14200    VAN NUYS                     BL;
221908060;04/10/2022 12:00:00 AM;100;19;Mission    ;10000    COLUMBUS                     AV;F
221900569;03/12/2022 12:00:00 AM;1100;19;Mission    ;SEPULVEDA                               ;M
221911250;06/27/2022 12:00:00 AM;1600;19;Mission    ;9200    LANGDON                      AV ;M
221911158;06/23/2022 12:00:00 AM;1745;19;Mission    ;7800    VAN NUYS                     BL ;M
221916353;11/02/2022 12:00:00 AM;630;19;Mission    ;9700 N  SEPULVEDA                    BL ;F
221909691;05/19/2022 12:00:00 AM;2100;19;Mission    ;9800    WOODMAN                      AV ;
221906500;03/03/2022 12:00:00 AM;1705;19;Mission    ;14200    TYLER                        ST;F
221904855;01/24/2022 12:00:00 AM;1700;19;Mission    ;13800    GLENOAKS                     BL;
221905506;02/08/2022 12:00:00 AM;2035;19;Mission    ;PARTHENIA                    ST         ;M
221911260;06/26/2022 12:00:00 AM;2340;19;Mission    ;8100    LANGDON                      AV ;F
221909871;05/23/2022 12:00:00 AM;2030;19;Mission    ;8900    COLUMBUS                     AV ;F
221912784;08/03/2022 12:00:00 AM;700;19;Mission    ;8600    WILLIS                       AV ;F
221917884;12/09/2022 12:00:00 AM;1045;19;Mission    ;14400    ARMINTA                      ST;F
221910700;06/13/2022 12:00:00 AM;2250;19;Mission    ;11200    ACALA                        AV;F
221905845;02/17/2022 12:00:00 AM;1;19;Mission    ;13900    EMIR                         AV;F
221916703;11/10/2022 12:00:00 AM;630;19;Mission    ;8300    VAN NUYS                     BL ;F
221916908;11/16/2022 12:00:00 AM;1620;19;Mission    ;12700    COMETA                       AV;M
221904240;01/07/2022 12:00:00 AM;2300;19;Mission    ;13600    GAVINA                       AV;
221909105;05/05/2022 12:00:00 AM;1130;19;Mission    ;13000    BURTON                       ST;F
221917667;12/04/2022 12:00:00 AM;1130;19;Mission    ;13300    GLENOAKS                     BL;F
221904781;01/22/2022 12:00:00 AM;1200;19;Mission    ;OSBORNE                      ST         ;
221914949;09/25/2022 12:00:00 AM;1810;19;Mission    ;16600    FOOTHILL                     BL;F
221913507;08/22/2022 12:00:00 AM;1133;19;Mission    ;13300    CANTARA                      ST;F
221911696;07/07/2022 12:00:00 AM;1725;19;Mission    ;15100    ROXFORD                      ST;F
221910230;05/31/2022 12:00:00 AM;519;19;Mission    ;8100    LANGDON                      AV ;F
221918162;12/20/2022 12:00:00 AM;200;19;Mission    ;8300 N  SEPULVEDA                    BL ;
221913382;08/18/2022 12:00:00 AM;800;19;Mission    ;8300    VAN NUYS                     BL ;M
221910144;05/28/2022 12:00:00 AM;1030;19;Mission    ;FENTON                                  ;M
221912800;08/03/2022 12:00:00 AM;1430;19;Mission    ;TOBIAS                       ST         ;M
221905695;02/13/2022 12:00:00 AM;2200;19;Mission    ;8800    CEDROS                       AV ;F
221907502;03/26/2022 12:00:00 AM;730;19;Mission    ;13500    HUBBARD                      ST;
231907875;04/10/2023 12:00:00 AM;330;19;Mission    ;14900    OSWALD                       ST;M
221909538;05/15/2022 12:00:00 AM;1720;19;Mission    ;8500    TOBIAS                       AV ;F
221908726;04/26/2022 12:00:00 AM;1420;19;Mission    ;13600    ROSCOE                       BL;M
231907131;03/19/2023 12:00:00 AM;1500;19;Mission    ;13400    AZORES                       AV;
221917015;11/18/2022 12:00:00 AM;615;19;Mission    ;13400    NORRIS                       AV;
221904725;01/20/2022 12:00:00 AM;2115;19;Mission    ;12800    ENCINITAS                    AV;F
221913273;08/15/2022 12:00:00 AM;1345;19;Mission    ;14800    WOLFSKILL                    ST;M
221913039;08/09/2022 12:00:00 AM;1120;19;Mission    ;7800    VAN NUYS                     BL ;X
221909766;05/21/2022 12:00:00 AM;750;19;Mission    ;8800    TOBIAS                       AV ;F
221900652;05/27/2022 12:00:00 AM;2000;19;Mission    ;BLEDSOE                                 ;F
221908346;04/18/2022 12:00:00 AM;1000;19;Mission    ;9600    VAN NUYS                     BL ;
221916608;11/07/2022 12:00:00 AM;1200;19;Mission    ;9700    VENA                         AV ;M
221914808;09/23/2022 12:00:00 AM;137;19;Mission    ;8400    COLUMBUS                     AV ;F
221904027;01/02/2022 12:00:00 AM;530;19;Mission    ;15500    COBALT                       ST;
221900937;12/18/2022 12:00:00 AM;1040;19;Mission    ;9200 N  SEPULVEDA                    BL ;M
231906157;02/21/2023 12:00:00 AM;940;19;Mission    ;14000    BURTON                       ST;F
221909009;05/03/2022 12:00:00 AM;3;19;Mission    ;9000    TOBIAS                       AV ;F
221907491;03/26/2022 12:00:00 AM;415;19;Mission    ;13900    TERRA BELLA                  ST;M
221918193;12/20/2022 12:00:00 AM;820;19;Mission    ;13900    NORDHOFF                     ST;F
221909241;05/09/2022 12:00:00 AM;43;19;Mission    ;8200 N  SEPULVEDA                    BL ;F
221914785;09/22/2022 12:00:00 AM;1500;19;Mission    ;9400    LEMONA                       AV ;F
221912515;07/27/2022 12:00:00 AM;1700;19;Mission    ;8400    ORION                        AV ;M
221915211;10/02/2022 12:00:00 AM;1715;19;Mission    ;15100    BLEDSOE                      ST;M
221914281;09/12/2022 12:00:00 AM;1955;19;Mission    ;8600    WILLIS                       AV ;F
221908435;04/18/2022 12:00:00 AM;1910;19;Mission    ;9200    CEDROS                       AV ;F
